Address,Award,Gas%,Gas Used,Start Block,End Block
0xf6c75ea68bec6205def2c5a4043ab9f4f85bb9ea,3574850882860878529,0.289,967769997977290802,0,12816165
0x1417c372e97d9a98e9f46f5e2aae3732f546410c,2937139273547790599,0.237,795131143077384271,0,12816165
0xbe53970753c7ec7a2fddbc00d65f3f555a249fd9,2469691389633680958,0.199,668585434600723322,0,12816165
0xd33966215c372935858db3c4749dfb62718d0554,2616373284680816562,0.211,708294597842650916,0,12816165
0xb9a6a1ba1c63d5641cb9a946ca53fe1ec50ecca0,791945169276833352,0.064,214392376069072758,0,12816165
